label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Camissonia minor (A. Nelson) P.H. Raven,Eremothera minor,Camissonia minor (A. Nelson) P.H. Raven,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Eremothera Eremothera minor,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Camissonia parvula (Nutt. ex Torr. & A. Gray) P.H. Raven,Camissonia parvula,Camissonia parvula (Nutt. ex Torr. & A. Gray) P.H. Raven,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Camissonia Camissonia parvula,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Camissonia scapoidea (Nutt. ex Torr. & A. Gray) P.H. Raven,Chylismia scapoidea,Camissonia scapoidea (Nutt. ex Torr. & A. Gray) P.H. Raven,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Chylismia Chylismia scapoidea,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Camissonia scapoidea (Nutt. ex Torr. & A. Gray) P.H. Raven ssp. scapoidea,Camissonia scapoidea (Nutt. ex Torr. & A. Gray) P.H. Raven ssp. scapoidea,Camissonia scapoidea (Nutt. ex Torr. & A. Gray) P.H. Raven ssp. scapoidea,Plantae Camissonia Camissonia scapoidea (Nutt. ex Torr. & A. Gray) P.H. Raven ssp. scapoidea,FORCE_ACCEPTED
Camissonia subacaulis (Pursh) P.H. Raven,Taraxia subacaulis,Camissonia subacaulis (Pursh) P.H. Raven,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Taraxia Taraxia subacaulis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Camissonia walkeri (A. Nelson) P.H. Raven,Chylismia walkeri,Camissonia walkeri (A. Nelson) P.H. Raven,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Chylismia Chylismia walkeri,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Camissonia walkeri (A. Nelson) P.H. Raven ssp. walkeri,Camissonia walkeri (A. Nelson) P.H. Raven ssp. walkeri,Camissonia walkeri (A. Nelson) P.H. Raven ssp. walkeri,Plantae Camissonia Camissonia walkeri (A. Nelson) P.H. Raven ssp. walkeri,FORCE_ACCEPTED
Campanula L.,Campanula L.,Campanula L.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Campanula,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Campanula aparinoides Pursh,Palustricodon aparinoides,Campanula aparinoides Pursh,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Palustricodon Palustricodon aparinoides,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Campanula glomerata L.,Campanula glomerata,Campanula glomerata L.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Campanula Campanula glomerata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Campanula parryi A. Gray,Campanula parryi,Campanula parryi A. Gray,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Campanula Campanula parryi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Campanula parryi A. Gray var. parryi,Campanula parryi A. Gray var. parryi,Campanula parryi A. Gray var. parryi,Plantae Campanula Campanula parryi A. Gray var. parryi,FORCE_ACCEPTED
Campanula rapunculoides L.,Campanula rapunculoides,Campanula rapunculoides L.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Campanula Campanula rapunculoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Campanula rotundifolia L.,Campanula rotundifolia,Campanula rotundifolia L.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Campanula Campanula rotundifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Campanula uniflora L.,Campanula uniflora,Campanula uniflora L.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Campanula Campanula uniflora,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Campsis Lour.,Campsis Lour.,Campsis Lour.,Plantae Tracheophyta Magnoliopsida Lamiales Bignoniaceae Campsis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Campsis radicans (L.) Seem. ex Bureau,Campsis radicans,Campsis radicans (L.) Seem. ex Bureau,Plantae Tracheophyta Magnoliopsida Lamiales Bignoniaceae Campsis Campsis radicans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cannabis L.,Cannabis L.,Cannabis L.,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Cannabis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Cannabis sativa L.,Cannabis sativa,Cannabis sativa L.,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Cannabis Cannabis sativa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cannabis sativa L. ssp. sativa,Cannabis sativa,Cannabis sativa L. ssp. sativa,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Cannabis Cannabis sativa,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Cannabis sativa L. ssp. sativa var. sativa,Cannabis sativa,Cannabis sativa L. ssp. sativa var. sativa,Plantae Tracheophyta Magnoliopsida Rosales Cannabaceae Cannabis Cannabis sativa,PARTIAL_EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_DISAMBIGUATED
Capsella Medik.,Capsella Medik.,Capsella Medik.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Capsella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Capsella bursa-pastoris (L.) Medik.,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Capsella Capsella bursa-pastoris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Caragana Fabr.,Caragana Fabr.,Caragana Fabr.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Caragana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Caragana arborescens Lam.,Caragana arborescens,Caragana arborescens Lam.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Caragana Caragana arborescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Caragana aurantiaca Koehne,Caragana aurantiaca,Caragana aurantiaca Koehne,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Caragana Caragana aurantiaca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cardamine L.,Cardamine L.,Cardamine L.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Cardamine,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cardamine breweri S. Watson,Cardamine breweri,Cardamine breweri S. Watson,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Cardamine Cardamine breweri,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cardamine breweri S. Watson var. breweri,Cardamine breweri S. Watson var. breweri,Cardamine breweri S. Watson var. breweri,Plantae Cardamine Cardamine breweri S. Watson var. breweri,FORCE_ACCEPTED
Cardamine breweri S. Watson var. leibergii (Holz.) C.L. Hitchc.,Cardamine breweri S. Watson var. leibergii (Holz.) C.L. Hitchc.,Cardamine breweri S. Watson var. leibergii (Holz.) C.L. Hitchc.,Plantae Cardamine Cardamine breweri S. Watson var. leibergii (Holz.) C.L. Hitchc.,FORCE_ACCEPTED
Cardamine cordifolia A. Gray,Cardamine cordifolia,Cardamine cordifolia A. Gray,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Cardamine Cardamine cordifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Cardamine cordifolia A. Gray var. cordifolia,Cardamine cordifolia A. Gray var. cordifolia,Cardamine cordifolia A. Gray var. cordifolia,Plantae Cardamine Cardamine cordifolia A. Gray var. cordifolia,FORCE_ACCEPTED
Cardamine cordifolia A. Gray var. incana A. Gray ex M.E. Jones,Cardamine cordifolia,Cardamine cordifolia A. Gray var. incana A. Gray ex M.E. Jones,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Cardamine Cardamine cordifolia,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Cardamine oligosperma Nutt.,Cardamine oligosperma,Cardamine oligosperma Nutt.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Cardamine Cardamine oligosperma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cardamine oligosperma Nutt. var. oligosperma,Cardamine oligosperma Nutt. var. oligosperma,Cardamine oligosperma Nutt. var. oligosperma,Plantae Cardamine Cardamine oligosperma Nutt. var. oligosperma,FORCE_ACCEPTED
Cardamine pensylvanica Muhl. ex Willd.,Cardamine pensylvanica,Cardamine pensylvanica Muhl. ex Willd.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Cardamine Cardamine pensylvanica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cardaria Desv.,Cardaria Desv.,Cardaria Desv.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cardaria chalepensis (L.) Hand.-Maz.,Cardaria chalepense,Cardaria chalepensis (L.) Hand.-Maz.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium Cardaria chalepense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cardaria draba (L.) Desv.,Lepidium draba,Cardaria draba (L.) Desv.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium Lepidium draba,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cardaria pubescens (C.A. Mey.) Jarmolenko,Lepidium appelianum,Cardaria pubescens (C.A. Mey.) Jarmolenko,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium Lepidium appelianum,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Carduus L.,Carduus L.,Carduus L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Carduus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carduus acanthoides L.,Carduus acanthoides,Carduus acanthoides L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Carduus Carduus acanthoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carduus nutans L.,Carduus nutans,Carduus nutans L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Carduus Carduus nutans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex L.,Carex L.,Carex L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex albonigra Mack.,Carex albonigra,Carex albonigra Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex albonigra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex aquatilis Wahlenb.,Carex aquatilis,Carex aquatilis Wahlenb.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex aquatilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex aquatilis Wahlenb. var. aquatilis,Carex aquatilis,Carex aquatilis Wahlenb. var. aquatilis,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex aquatilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex aquatilis Wahlenb. var. stans (Drejer) Boott,Carex aquatilis,Carex aquatilis Wahlenb. var. stans (Drejer) Boott,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex aquatilis,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Carex arapahoensis Clokey,Carex arapahoensis,Carex arapahoensis Clokey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex arapahoensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex atherodes Spreng.,Carex atherodes,Carex atherodes Spreng.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex atherodes,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex athrostachya Olney,Carex athrostachya,Carex athrostachya Olney,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex athrostachya,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex atrosquama Mack.,Carex atrosquama,Carex atrosquama Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex atrosquama,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex aurea Nutt.,Carex aurea,Carex aurea Nutt.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex aurea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex backii Boott,Carex backii,Carex backii Boott,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex backii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex bebbii Olney ex Fernald,Carex bebbii,Carex bebbii Olney ex Fernald,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex bebbii,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carex bella L.H. Bailey,Carex bella,Carex bella L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex bella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex bigelowii Torr. ex Schwein.,Carex bigelowii,Carex bigelowii Torr. ex Schwein.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex bigelowii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex brevior (Dewey) Mack.,Carex brevior,Carex brevior (Dewey) Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex brevior,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex brunnescens (Pers.) Poir.,Carex brunnescens,Carex brunnescens (Pers.) Poir.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex brunnescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex brunnescens (Pers.) Poir. ssp. sphaerostachya (Tuck.) Kalela,Carex brunnescens,Carex brunnescens (Pers.) Poir. ssp. sphaerostachya (Tuck.) Kalela,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex brunnescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex buxbaumii Wahlenb.,Carex buxbaumii,Carex buxbaumii Wahlenb.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex buxbaumii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex canescens L.,Carex canescens,Carex canescens L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex canescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex canescens L. ssp. canescens,Carex canescens,Carex canescens L. ssp. canescens,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex canescens,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carex capillaris L.,Carex capillaris,Carex capillaris L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex capillaris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex capitata L.,Carex capitata,Carex capitata L.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex capitata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex capitata L. ssp. arctogena (Harry Sm.) Hiitonen,Carex capitata L. ssp. arctogena (Harry Sm.) Hiitonen,Carex capitata L. ssp. arctogena (Harry Sm.) Hiitonen,Plantae Carex Carex capitata L. ssp. arctogena (Harry Sm.) Hiitonen,FORCE_ACCEPTED
Carex concinna R. Br.,Carex concinna,Carex concinna R. Br.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex concinna,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex crawei Dewey,Carex crawei,Carex crawei Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex crawei,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex deweyana Schwein.,Carex deweyana,Carex deweyana Schwein.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex deweyana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex deweyana Schwein. var. deweyana,Carex deweyana,Carex deweyana Schwein. var. deweyana,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex deweyana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex diandra Schrank,Carex diandra,Carex diandra Schrank,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex diandra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex disperma Dewey,Carex disperma,Carex disperma Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex disperma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex douglasii Boott,Carex douglasii,Carex douglasii Boott,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex douglasii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex duriuscula C.A. Mey.,Carex duriuscula,Carex duriuscula C.A. Mey.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex duriuscula,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex ebenea Rydb.,Carex ebenea,Carex ebenea Rydb.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex ebenea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex echinata Murray,Carex echinata,Carex echinata Murray,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex echinata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex echinata Murray ssp. echinata,Carex echinata,Carex echinata Murray ssp. echinata,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex echinata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex egglestonii Mack.,Carex egglestonii,Carex egglestonii Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex egglestonii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex elynoides T. Holm,Carex elynoides,Carex elynoides T. Holm,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex elynoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex emoryi Dewey,Carex emoryi,Carex emoryi Dewey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex emoryi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex engelmannii L.H. Bailey,Carex engelmannii,Carex engelmannii L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex engelmannii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex exsiccata L.H. Bailey,Carex exsiccata,Carex exsiccata L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex exsiccata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex filifolia Nutt.,Carex filifolia,Carex filifolia Nutt.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex filifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex geophila Mack.,Carex geophila,Carex geophila Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex geophila,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex geyeri Boott,Carex geyeri,Carex geyeri Boott,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex geyeri,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex gravida L.H. Bailey,Carex gravida,Carex gravida L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex gravida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex gravida L.H. Bailey var. gravida,Carex gravida,Carex gravida L.H. Bailey var. gravida,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex gravida,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Carex gravida L.H. Bailey var. lunelliana (Mack.) F.J. Herm.,Carex gravida L.H. Bailey var. lunelliana (Mack.) F.J. Herm.,Carex gravida L.H. Bailey var. lunelliana (Mack.) F.J. Herm.,Plantae Carex Carex gravida L.H. Bailey var. lunelliana (Mack.) F.J. Herm.,FORCE_ACCEPTED
Carex gynocrates Wormsk. ex Drejer,Carex gynocrates,Carex gynocrates Wormsk. ex Drejer,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex gynocrates,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex hallii Olney,Carex hallii,Carex hallii Olney,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex hallii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex haydeniana Olney,Carex haydeniana,Carex haydeniana Olney,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex haydeniana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex heteroneura W. Boott,Carex heteroneura,Carex heteroneura W. Boott,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex heteroneura,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Carex heteroneura W. Boott var. brevisquama F.J. Herm.,Carex heteroneura,Carex heteroneura W. Boott var. brevisquama F.J. Herm.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex heteroneura,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex heteroneura W. Boott var. chalciolepis (T. Holm) F.J. Herm.,Carex heteroneura W. Boott var. chalciolepis (T. Holm) F.J. Herm.,Carex heteroneura W. Boott var. chalciolepis (T. Holm) F.J. Herm.,Plantae Carex Carex heteroneura W. Boott var. chalciolepis (T. Holm) F.J. Herm.,FORCE_ACCEPTED
Carex heteroneura W. Boott var. epapillosa (Mack.) F.J. Herm.,Carex heteroneura,Carex heteroneura W. Boott var. epapillosa (Mack.) F.J. Herm.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex heteroneura,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex hoodii Boott,Carex hoodii,Carex hoodii Boott,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex hoodii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex hystericina Muhl. ex Willd.,Carex hystericina,Carex hystericina Muhl. ex Willd.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex hystericina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Carex illota L.H. Bailey,Carex illota,Carex illota L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex illota,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex incurviformis Mack.,Carex incurviformis,Carex incurviformis Mack.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex incurviformis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex incurviformis Mack. var. danaensis (Stacey) F.J. Herm.,Carex incurviformis Mack. var. danaensis (Stacey) F.J. Herm.,Carex incurviformis Mack. var. danaensis (Stacey) F.J. Herm.,Plantae Carex Carex incurviformis Mack. var. danaensis (Stacey) F.J. Herm.,FORCE_ACCEPTED
Carex infirminervia Naczi,Carex infirminervia,Carex infirminervia Naczi,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex infirminervia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex inops L.H. Bailey,Carex inops,Carex inops L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex inops,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex inops L.H. Bailey ssp. heliophila (Mack.) Crins,Carex inops,Carex inops L.H. Bailey ssp. heliophila (Mack.) Crins,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex inops,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex interior L.H. Bailey,Carex interior,Carex interior L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex interior,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex jonesii L.H. Bailey,Carex jonesii,Carex jonesii L.H. Bailey,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex jonesii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex lachenalii Schkuhr,Carex lachenalii,Carex lachenalii Schkuhr,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex lachenalii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex laeviculmis Meinsh.,Carex laeviculmis,Carex laeviculmis Meinsh.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex laeviculmis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex lasiocarpa Ehrh.,Carex lasiocarpa,Carex lasiocarpa Ehrh.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex lasiocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Carex lasiocarpa Ehrh. var. americana Fernald,Carex lasiocarpa,Carex lasiocarpa Ehrh. var. americana Fernald,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex lasiocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Carex lenticularis Michx.,Carex lenticularis,Carex lenticularis Michx.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Carex Carex lenticularis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
