taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
53Q9Z,Symphyotrichum undulatum (L.) G.L.Nesom,53Q9Z,Symphyotrichum undulatum (L.) G.L.Nesom,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Symphyotrichum,7QW7,Symphyotrichum undulatum,53Q9Z,
5ZZCT,Corallorhiza wisteriana Conrad,5ZZCT,Corallorhiza wisteriana Conrad,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Orchidaceae,DPL,Corallorhiza,8VWGQ,Corallorhiza wisteriana,5ZZCT,
XFFY,Commelina communis L.,XFFY,Commelina communis L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Commelinales,ZC,Commelinaceae,8GR,Commelina,8VWFQ,Commelina communis,XFFY,
5XQW8,Chelidonium majus L.,5XQW8,Chelidonium majus L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Papaveraceae,DX3,Chelidonium,3MMR,Chelidonium majus,5XQW8,
6PYC8,Lilium canadense L.,6PYC8,Lilium canadense L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Liliales,623DL,Liliaceae,6259D,Lilium,8VYWZ,Lilium canadense,6PYC8,
6VC83,Phlox paniculata L.,6VC83,Phlox paniculata L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Polemoniaceae,627H7,Phlox,6NSB,Phlox paniculata,6VC83,
B3FXV,Campsis radicans (L.) Bureau,B3FXV,Campsis radicans (L.) Bureau,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Bignoniaceae,77P,Campsis,3GH5,Campsis radicans,B3FXV,
33C6P,Cyperus esculentus L.,33C6P,Cyperus esculentus L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Cyperus,8VWNX,Cyperus esculentus,33C6P,LC
59R86,Tussilago farfara L.,59R86,Tussilago farfara L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Tussilago,83XB,Tussilago farfara,59R86,
3S2DF,Lamium purpureum L.,3S2DF,Lamium purpureum L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Lamium,8VYPZ,Lamium purpureum,3S2DF,
H6QS,Asclepias syriaca L.,H6QS,Asclepias syriaca L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Apocynaceae,6L2,Asclepias,33PC,Asclepias syriaca,H6QS,LC
N32J,Brachythecium rivulare Schimp.,N32J,Brachythecium rivulare Schimp.,1,SPECIES,ACCEPTED,Plantae,P,Bryophyta,BJ5TM,Bryopsida,CHTRW,Hypnales,9JFXS,Brachytheciaceae,9JFZ6,Brachythecium,9JHSR,Brachythecium rivulare,N32J,
4428K,Monarda fistulosa L.,4428K,Monarda fistulosa L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Monarda,8VZG8,Monarda fistulosa,4428K,
58Q4Y,Trifolium repens L.,58Q4Y,Trifolium repens L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Trifolium,9CM9W,Trifolium repens,58Q4Y,
XP6T,Conium maculatum L.,XP6T,Conium maculatum L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Conium,3T9P,Conium maculatum,XP6T,
S7J3,Centaurea stoebe L.,S7J3,Centaurea stoebe L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Centaurea,3K5Z,Centaurea stoebe,S7J3,
6XHX7,Sambucus racemosa L.,6XHX7,Sambucus racemosa L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Dipsacales,35C,Viburnaceae,HTT,Sambucus,7C39,Sambucus racemosa,6XHX7,LC
FKYG,Aphyllon uniflorum (L.) A.Gray,FKYG,Aphyllon uniflorum (L.) A.Gray,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Orobanchaceae,DQG,Aphyllon,YJZ,Aphyllon uniflorum,FKYG,
5B777,Veronica persica Poir.,5B777,Veronica persica Poir.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Veronica,63VMN,Veronica persica,5B777,
4N94F,Prunus persica (L.) Stokes,4N94F,Prunus persica (L.) Stokes,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Prunus,6Y6H,Prunus persica,4N94F,DD
43HQ3,Mimulus ringens L.,43HQ3,Mimulus ringens L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Phrymaceae,625ZW,Mimulus,5T9B,Mimulus ringens,43HQ3,LC
5B2PQ,Verbena hastata L.,5B2PQ,Verbena hastata L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Verbenaceae,TMFZP,Verbena,99FT5,Verbena hastata,5B2PQ,
6CFRZ,Daucus carota L.,6CFRZ,Daucus carota L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Daucus,426Q,Daucus carota,6CFRZ,LC
94H3,Acer platanoides L.,94H3,Acer platanoides L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Sapindales,3ZY,Sapindaceae,FY3,Acer,MLD,Acer platanoides,94H3,LC
RHT8,Carya tomentosa (Lam.) Nutt.,RHRN,Carya alba (L.) Nutt.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fagales,384,Juglandaceae,BJB,Carya,3HXZ,Carya alba,RHRN,
C6GCC,Brassicaceae Burnett,C6GCC,Brassicaceae Burnett,2,FAMILY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,,,,,
BTMXX,Viola palmata var. triloba (Schwein.) Ging.,7G45M,Viola palmata L.,2,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malpighiales,MLP,Violaceae,6272Z,Viola,86VM,Viola palmata,7G45M,
6QFZX,Lindera benzoin (L.) Meisn.,9KFLH,Lindera benzoin (L.) Blume,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Laurales,3F8,Lauraceae,BTB,Lindera,62Z2Q,Lindera benzoin,9KFLH,
R7ZZ,Carex amphibola Steud.,R7ZZ,Carex amphibola Steud.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Carex,8VRHY,Carex amphibola,R7ZZ,
5MYZV,Cercis canadensis var. canadensis,SSQS,Cercis canadensis L.,1,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Cercis,9CKBR,Cercis canadensis,SSQS,
CYRH5,Ranunculus recurvatus var. recurvatus,4RHKL,Ranunculus recurvatus Poir.,1,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Ranunculus,774N,Ranunculus recurvatus,4RHKL,
4SGMP,Rhododendron prinophyllum (Small) Millais,4SGRJ,Rhododendron roseum (Loisel.) Rehder,2,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Ericaceae,623P8,Rhododendron,63QC9,Rhododendron roseum,4SGRJ,
BBBWG,Sceptridium multifidum (S.G.Gmel.) M.Nishida ex Tagawa,BBBWG,Sceptridium multifidum (S.G.Gmel.) M.Nishida ex Tagawa,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Ophioglossales,623DM,Ophioglossaceae,KT8B2,Sceptridium,643BW,Sceptridium multifidum,BBBWG,
6KC,Apiaceae Lindl.,6KC,Apiaceae Lindl.,2,FAMILY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,,,,,
RG24,Carpinus caroliniana Walter,RG24,Carpinus caroliniana Walter,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fagales,384,Betulaceae,LWT55,Carpinus,8VVZD,Carpinus caroliniana,RG24,LC
6GQ7J,Erigeron strigosus Muhl. ex Willd.,6GQ7J,Erigeron strigosus Muhl. ex Willd.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Erigeron,633LL,Erigeron strigosus,6GQ7J,
5BCLM,Vicia caroliniana Walter,5BCLM,Vicia caroliniana Walter,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Vicia,9CMDW,Vicia caroliniana,5BCLM,
R9GL,Carex gracilescens Steud.,R9GL,Carex gracilescens Steud.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Carex,8VRHY,Carex gracilescens,R9GL,
5BLHJ,Vitis aestivalis Michx.,5BLHJ,Vitis aestivalis Michx.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Vitales,6237J,Vitaceae,6273G,Vitis,872G,Vitis aestivalis,5BLHJ,
7NHJZ,Malus domestica (Suckow) Borkh.,7NHJZ,Malus domestica (Suckow) Borkh.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Malus,5KQ9,Malus domestica,7NHJZ,DD
DYZ9,Angelica triquinata Michx.,DYZ9,Angelica triquinata Michx.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Angelica,7NDZL,Angelica triquinata,DYZ9,
4MV64,Prosartes lanuginosa (Michx.) D.Don,4MV64,Prosartes lanuginosa (Michx.) D.Don,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Liliales,623DL,Liliaceae,6259D,Prosartes,8W2Q3,Prosartes lanuginosa,4MV64,
5ZZDM,Corallorhiza odontorhiza (Willd.) Nutt.,5ZZDM,Corallorhiza odontorhiza (Willd.) Nutt.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Orchidaceae,DPL,Corallorhiza,8VWGQ,Corallorhiza odontorhiza,5ZZDM,
6QGBG,Linaria vulgaris Mill.,6QGBG,Linaria vulgaris Mill.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Linaria,62YPR,Linaria vulgaris,6QGBG,
3D389,Eurybia divaricata (L.) G.L.Nesom,3D389,Eurybia divaricata (L.) G.L.Nesom,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Eurybia,4GPD,Eurybia divaricata,3D389,
4QKT4,Puschkinia scilloides Adams,4QKT4,Puschkinia scilloides Adams,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Asparagaceae,6T3,Puschkinia,8W2XD,Puschkinia scilloides,4QKT4,
5B6FX,Veronica arvensis L.,5B6FX,Veronica arvensis L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Veronica,63VMN,Veronica arvensis,5B6FX,
4HFH4,Physalis longifolia Nutt.,4HFH4,Physalis longifolia Nutt.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Solanales,43W,Solanaceae,626XM,Physalis,6PW6,Physalis longifolia,4HFH4,
69QYP,Chelone glabra L.,69QYP,Chelone glabra L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Chelone,3MP8,Chelone glabra,69QYP,LC
3PWNH,Ipomoea pandurata (L.) G.Mey.,3PWNH,Ipomoea pandurata (L.) G.Mey.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Solanales,43W,Convolvulaceae,8J9,Ipomoea,62WB5,Ipomoea pandurata,3PWNH,
38XFD,Elaeagnus umbellata Thunb.,38XFD,Elaeagnus umbellata Thunb.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Elaeagnaceae,9LF,Elaeagnus,62QQB,Elaeagnus umbellata,38XFD,LC
7FSGR,Vicia sativa L.,7FSGR,Vicia sativa L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Vicia,9CMDW,Vicia sativa,7FSGR,LC
9JK4L,Ephemerum Hampe,9JK4L,Ephemerum Hampe,1,GENUS,ACCEPTED,Plantae,P,Bryophyta,BJ5TM,Bryopsida,CHTRW,Pottiales,9JFY7,Pottiaceae,9JGDZ,Ephemerum,9JK4L,,,
