"genus","species","scientific_name","common_name"
"Potentilla","gracilis","Potentilla gracilis"," var. fastigiata"
"Potentilla","hippiana","Potentilla hippiana"," Woolly Cinquefoil"
"Potentilla","norvegica","Potentilla norvegica"," Norwegian Cinquefoil"
"Potentilla","pensylvanica","Potentilla pensylvanica"," Pennsylvania Cinquefoil"
"Potentilla","plattensis","Potentilla plattensis"," Platte River Cinquefoil"
"Potentilla","pulcherrima","Potentilla pulcherrima"," Soft Cinquefoil"
"Potentilla","recta","Potentilla recta"," Sulphur Cinquefoil"
"Potentilla","rivalis","Potentilla rivalis"," Brook Cinquefoil"
"Potentilla","rubricaulis","Potentilla rubricaulis"," Rocky Mountain Cinquefoil"
"Potentilla","supina","Potentilla supina"," Bushy Cinquefoil"
"Potentilla","supina","Potentilla supina"," ssp. paradoxa"
"Prunella","vulgaris","Prunella vulgaris"," Common Selfheal"
"Prunella","vulgaris","Prunella vulgaris"," ssp. lanceolata"
"Prunus","americana","Prunus americana"," American Plum"
"Prunus","mahaleb","Prunus mahaleb"," Perfumed Cherry"
"Prunus","pensylvanica","Prunus pensylvanica"," Fire Cherry"
"Prunus","pumila","Prunus pumila"," Great Lakes Sand Cherry"
"Prunus","pumila","Prunus pumila"," var. besseyi"
"Prunus","virginiana","Prunus virginiana"," Choke Cherry"
"Prunus","virginiana","Prunus virginiana"," var. demissa"
"Psathyrostachys","juncea","Psathyrostachys juncea"," Russian-Wild Rye"
"Pseudognaphalium","stramineum","Pseudognaphalium stramineum"," Cotton-Batting-Plant"
"Pseudoroegneria","spicata","Pseudoroegneria spicata"," Bluebunch-Wheat Grass"
"Pseudoroegneria","spicata","Pseudoroegneria spicata"," ssp. inermis"
"Pseudoroegneria","spicata","Pseudoroegneria spicata"," ssp. spicata"
"Pseudotsuga","menziesii","Pseudotsuga menziesii"," Douglas-Fir"
"Pseudotsuga","menziesii","Pseudotsuga menziesii"," var. glauca"
"Psilostrophe","bakeri","Psilostrophe bakeri"," Baker's Paper-Flower"
"Pteridium","aquilinum","Pteridium aquilinum"," Northern Bracken Fern"
"Pterospora","andromedea","Pterospora andromedea"," Woodland Pinedrops"
"Puccinellia","distans","Puccinellia distans"," Spreading Alkali Grass"
"Puccinellia","distans","Puccinellia distans"," ssp. distans"
"Puccinellia","nuttalliana","Puccinellia nuttalliana"," Nuttall's Alkali Grass"
"Pulsatilla","patens","Pulsatilla patens"," American Pasqueflower"
"Pulsatilla","patens","Pulsatilla patens"," ssp. multifida"
"Purshia","tridentata","Purshia tridentata"," Bitterbrush"
"Quercus","rubra","Quercus rubra"," Northern Red Oak"
"Quincula","lobata","Quincula lobata"," Chinese-Lantern"
"Ranunculus","abortivus","Ranunculus abortivus"," Kidney-Leaf Buttercup"
"Ranunculus","acriformis","Ranunculus acriformis"," Sharp-Leaf Buttercup"
"Ranunculus","acriformis","Ranunculus acriformis"," var. acriformis"
"Ranunculus","acris","Ranunculus acris"," Tall Buttercup"
"Ranunculus","acris","Ranunculus acris"," var. acris"
"Ranunculus","cardiophyllus","Ranunculus cardiophyllus"," Heart-Leaf Buttercup"
"Ranunculus","glaberrimus","Ranunculus glaberrimus"," Sagebrush Buttercup"
"Ranunculus","glaberrimus","Ranunculus glaberrimus"," var. ellipticus"
"Ranunculus","gmelinii","Ranunculus gmelinii"," Lesser Yellow Water Buttercup"
"Ranunculus","longirostris","Ranunculus longirostris"," Long-Beak Water-Crowfoot"
"Ranunculus","macounii","Ranunculus macounii"," Macoun's Buttercup"
"Ranunculus","repens","Ranunculus repens"," Creeping Buttercup"
"Ranunculus","sceleratus","Ranunculus sceleratus"," Cursed Buttercup"
"Ranunculus","sceleratus","Ranunculus sceleratus"," var. multifidus"
"Ranunculus","trichophyllus","Ranunculus trichophyllus"," Thread-Leaf Water-Crowfoot"
"Ratibida","columnifera","Ratibida columnifera"," Red-Spike Mexican-Hat"
"Ratibida","tagetes","Ratibida tagetes"," Green Mexican-Hat"
"Rayjacksonia","annua","Rayjacksonia annua"," Viscid Camphor Daisy"
"Redfieldia","flexuosa","Redfieldia flexuosa"," Blowout Grass"
"Reseda","luteola","Reseda luteola"," Weld"
"Reynoutria","japonica","Reynoutria japonica"," Japanese-Knotweed"
"Rhamnus","cathartica","Rhamnus cathartica"," European Buckthorn"
"Rhaponticum","repens","Rhaponticum repens"," Hardheads"
"Rhus","aromatica","Rhus aromatica"," Fragrant Sumac"
"Rhus","aromatica","Rhus aromatica"," var. trilobata"
"Rhus","glabra","Rhus glabra"," Smooth Sumac"
"Rhus","typhina","Rhus typhina"," Stag-Horn Sumac"
"Ribes","americanum","Ribes americanum"," Wild Black Currant"
"Ribes","aureum","Ribes aureum"," Golden Currant"
"Ribes","aureum","Ribes aureum"," var. aureum"
"Ribes","aureum","Ribes aureum"," var. villosum"
"Ribes","cereum","Ribes cereum"," White Squaw Currant"
"Ribes","cereum","Ribes cereum"," var. cereum"
"Ribes","inerme","Ribes inerme"," White-Stem Gooseberry"
"Ribes","inerme","Ribes inerme"," var. inerme"
"Robinia","hispida","Robinia hispida"," Bristly Locust"
"Robinia","hispida","Robinia hispida"," var. hispida"
"Robinia","pseudoacacia","Robinia pseudoacacia"," Black Locust"
"Rorippa","curvipes","Rorippa curvipes"," Blunt-Leaf Yellowcress"
"Rorippa","palustris","Rorippa palustris"," Bog Yellowcress"
"Rorippa","palustris","Rorippa palustris"," ssp. hispida"
"Rorippa","palustris","Rorippa palustris"," ssp. palustris"
"Rorippa","sinuata","Rorippa sinuata"," Spreading Yellowcress"
"Rorippa","sphaerocarpa","Rorippa sphaerocarpa"," Round-Fruit Yellowcress"
"Rorippa","sylvestris","Rorippa sylvestris"," Creeping Yellowcress"
"Rorippa","tenerrima","Rorippa tenerrima"," Modoc Yellowcress"
"Rosa","acicularis","Rosa acicularis"," Prickly Rose"
"Rosa","acicularis","Rosa acicularis"," ssp. sayi"
"Rosa","arkansana","Rosa arkansana"," Prairie Rose"
"Rosa","nutkana","Rosa nutkana"," Nootka Rose"
"Rosa","rubiginosa","Rosa rubiginosa"," Sweetbrier"
"Rosa","woodsii","Rosa woodsii"," Woods' Rose"
"Rosa","woodsii","Rosa woodsii"," ssp. ultramontana"
"Rosa","woodsii","Rosa woodsii"," ssp. woodsii"
"Rotala","ramosior","Rotala ramosior"," Lowland Toothcup"
"Rubus","deliciosus","Rubus deliciosus"," Delicious Raspberry"
"Rubus","idaeus","Rubus idaeus"," Common Red Raspberry"
"Rubus","idaeus","Rubus idaeus"," ssp. strigosus"
"Rubus","occidentalis","Rubus occidentalis"," Black Raspberry"
"Rudbeckia","hirta","Rudbeckia hirta"," Black-Eyed-Susan"
"Rudbeckia","hirta","Rudbeckia hirta"," var. hirta"
"Rudbeckia","laciniata","Rudbeckia laciniata"," Green-Head Coneflower"
"Rudbeckia","laciniata","Rudbeckia laciniata"," var. ampla"
"Rudbeckia","triloba","Rudbeckia triloba"," Brown-Eyed-Susan"
"Rudbeckia","triloba","Rudbeckia triloba"," var. triloba"
"Rumex","acetosella","Rumex acetosella"," Common Sheep Sorrel"
"Rumex","altissimus","Rumex altissimus"," Pale Dock"
"Rumex","crispus","Rumex crispus"," Curly Dock"
"Rumex","crispus","Rumex crispus"," ssp. crispus"
"Rumex","fueginus","Rumex fueginus"," Tierra del Fuego Dock"
"Rumex","obtusifolius","Rumex obtusifolius"," Bitter Dock"
"Rumex","occidentalis","Rumex occidentalis"," Western Dock"
"Rumex","occidentalis","Rumex occidentalis"," var. occidentalis"
"Rumex","stenophyllus","Rumex stenophyllus"," Narrow-Leaf Dock"
"Rumex","triangulivalvis","Rumex triangulivalvis"," Triangular-Valved Dock"
"Rumex","venosus","Rumex venosus"," Veiny Dock"
"Ruppia","cirrhosa","Ruppia cirrhosa"," Spiral Ditch-Grass"
"Sagittaria","brevirostra","Sagittaria brevirostra"," Short-Beak Arrowhead"
"Sagittaria","cuneata","Sagittaria cuneata"," Arum-Leaf Arrowhead"
"Sagittaria","latifolia","Sagittaria latifolia"," Duck-Potato"
"Salicornia","rubra","Salicornia rubra"," Red Saltwort"
"Salix","alba","Salix alba"," White Willow"
"Salix","amygdaloides","Salix amygdaloides"," Peach-Leaf Willow"
"Salix","bebbiana","Salix bebbiana"," Gray Willow"
"Salix","boothii","Salix boothii"," Booth's Willow"
"Salix","discolor","Salix discolor"," Pussy Willow"
"Salix","exigua","Salix exigua"," Narrow-Leaf Willow"
"Salix","exigua","Salix exigua"," var. exigua"
"Salix","geyeriana","Salix geyeriana"," Geyer's Willow"
"Salix","interior","Salix interior"," Sandbar Willow"
"Salix","irrorata","Salix irrorata"," Dewy-Stem Willow"
"Salix","lasiandra","Salix lasiandra"," Pacific Willow"
"Salix","lasiandra","Salix lasiandra"," var. caudata"
"Salix","ligulifolia","Salix ligulifolia"," Strap-Leaf Willow"
"Salix","lutea","Salix lutea"," Yellow Willow"
"Salix","monticola","Salix monticola"," Park Willow"
"Salix","planifolia","Salix planifolia"," Tea-Leaf Willow"
"Salix","scouleriana","Salix scouleriana"," Scouler's Willow"
"Salix","×fragilis","Salix ×fragilis",""
"Salix","×pendulina","Salix ×pendulina",""
"Salsola","collina","Salsola collina"," Slender Russian-Thistle"
"Salsola","tragus","Salsola tragus"," Prickly Russian-Thistle"
"Salvia","pratensis","Salvia pratensis"," Prairie-Meadow Sage"
"Salvia","reflexa","Salvia reflexa"," Lance-Leaf Sage"
"Sambucus","nigra","Sambucus nigra"," Black Elder"
"Sambucus","nigra","Sambucus nigra"," ssp. canadensis"
"Sambucus","racemosa","Sambucus racemosa"," Red Elder"
"Sanicula","marilandica","Sanicula marilandica"," Maryland Black-Snakeroot"
"Saponaria","officinalis","Saponaria officinalis"," Bouncing-Bett"
"Schedonnardus","paniculatus","Schedonnardus paniculatus"," Tumble Grass"
"Schedonorus","arundinaceus","Schedonorus arundinaceus"," Tall False Rye Grass"
"Schedonorus","pratensis","Schedonorus pratensis"," Meadow False Rye Grass"
"Schizachyrium","scoparium","Schizachyrium scoparium"," Little False Bluestem"
"Schizachyrium","scoparium","Schizachyrium scoparium"," var. scoparium"
"Schoenoplectiella","saximontana","Schoenoplectiella saximontana",""
"Schoenoplectus","acutus","Schoenoplectus acutus"," Hard-Stem Club-Rush"
"Schoenoplectus","acutus","Schoenoplectus acutus"," var. acutus"
"Schoenoplectus","americanus","Schoenoplectus americanus"," Chairmaker's Club-Rush"
"Schoenoplectus","maritimus","Schoenoplectus maritimus"," Saltmarsh Club-Rush"
"Schoenoplectus","pungens","Schoenoplectus pungens"," Three-Square"
"Schoenoplectus","pungens","Schoenoplectus pungens"," var. longispicatus"
"Schoenoplectus","tabernaemontani","Schoenoplectus tabernaemontani"," Soft-Stem Club-Rush"
"Scirpus","microcarpus","Scirpus microcarpus"," Red-Tinge Bulrush"
"Scirpus","pallidus","Scirpus pallidus"," Pale Bulrush"
"Scirpus","pendulus","Scirpus pendulus"," Rufous Bulrush"
"Scorzonera","laciniata","Scorzonera laciniata"," Cut-Leaf Viper-Grass"
"Scrophularia","lanceolata","Scrophularia lanceolata"," Lance-Leaf Figwort"
"Scutellaria","brittonii","Scutellaria brittonii"," Britton's Skullcap"
"Scutellaria","galericulata","Scutellaria galericulata"," Hooded Skullcap"
"Secale","cereale","Secale cereale"," Cultivated Rye"
"Securigera","varia","Securigera varia"," Purple Crown-Vetch"
"Sedum","lanceolatum","Sedum lanceolatum"," Lance-Leaf Stonecrop"
"Sedum","lanceolatum","Sedum lanceolatum"," ssp. lanceolatum"
"Selaginella","densa","Selaginella densa"," Dense Spike-Moss"
"Selaginella","mutica","Selaginella mutica"," Blunt-Leaf Spike-Moss"
"Selaginella","mutica","Selaginella mutica"," var. mutica"
"Selaginella","underwoodii","Selaginella underwoodii"," Underwood's Spike-Moss"
"Senecio","eremophilus","Senecio eremophilus"," Desert Ragwort"
"Senecio","eremophilus","Senecio eremophilus"," var. eremophilus"
"Senecio","eremophilus","Senecio eremophilus"," var. kingii"
"Senecio","flaccidus","Senecio flaccidus"," Thread-Leaf Ragwort"
"Senecio","flaccidus","Senecio flaccidus"," var. flaccidus"
"Senecio","hydrophilus","Senecio hydrophilus"," Alkali-Marsh Ragwort"
"Senecio","integerrimus","Senecio integerrimus"," Lamb-Tongue Ragwort"
"Senecio","integerrimus","Senecio integerrimus"," var. exaltatus"
"Senecio","integerrimus","Senecio integerrimus"," var. integerrimus"
"Senecio","rapifolius","Senecio rapifolius"," Turnip-Leaf Ragwort"
"Senecio","riddellii","Senecio riddellii"," Riddell's Ragwort"
"Senecio","spartioides","Senecio spartioides"," Broom-Like Ragwort"
"Senecio","vulgaris","Senecio vulgaris"," Old-Man-in-the-Spring"
"Setaria","italica","Setaria italica"," Italian Bristle Grass"
"Setaria","pumila","Setaria pumila"," Yellow Bristle Grass"
"Setaria","pumila","Setaria pumila"," ssp. pumila"
"Setaria","verticillata","Setaria verticillata"," Rough Bristle Grass"
"Setaria","viridis","Setaria viridis"," Green Bristle Grass"
"Setaria","viridis","Setaria viridis"," var. viridis"
"Shepherdia","argentea","Shepherdia argentea"," Silver Buffalo-Berry"
"Shepherdia","canadensis","Shepherdia canadensis"," Russet Buffalo-Berry"
"Shinnersoseris","rostrata","Shinnersoseris rostrata"," Beaked-Skeleton-Weed"
"Sidalcea","candida","Sidalcea candida"," White Checkerbloom"
"Sidalcea","candida","Sidalcea candida"," var. candida"
"Sidalcea","neomexicana","Sidalcea neomexicana"," Rocky Mountain Checkerbloom"
"Sidalcea","neomexicana","Sidalcea neomexicana"," ssp. neomexicana"
"Silene","antirrhina","Silene antirrhina"," Sleepy Catchfly"
"Silene","drummondii","Silene drummondii"," Drummond's Catchfly"
"Silene","latifolia","Silene latifolia"," Bladder-Campion"
"Silene","menziesii","Silene menziesii"," White Catchfly"
"Silene","noctiflora","Silene noctiflora"," Night-Flowering Catchfly"
"Silene","pendula","Silene pendula"," Nodding Catchfly"
"Silene","vulgaris","Silene vulgaris"," Maiden's-Tears"
"Silphium","integrifolium","Silphium integrifolium"," Entire-Leaf Rosinweed"
"Silphium","integrifolium","Silphium integrifolium"," var. laeve"
"Sinapis","alba","Sinapis alba"," White-Mustard"
"Sinapis","arvensis","Sinapis arvensis"," Corn-Mustard"
"Sisymbrium","altissimum","Sisymbrium altissimum"," Tall Hedge-Mustard"
"Sisymbrium","loeselii","Sisymbrium loeselii"," False London Rocket"
"Sisymbrium","officinale","Sisymbrium officinale"," Hedge-Mustard"
"Sisyrinchium","demissum","Sisyrinchium demissum"," Stiff Blue-Eyed-Grass"
"Sisyrinchium","idahoense","Sisyrinchium idahoense"," Idaho Blue-Eyed-Grass"
"Sisyrinchium","idahoense","Sisyrinchium idahoense"," var. occidentale"
"Sisyrinchium","montanum","Sisyrinchium montanum"," Strict Blue-Eyed-Grass"
"Sisyrinchium","montanum","Sisyrinchium montanum"," var. montanum"
"Sisyrinchium","pallidum","Sisyrinchium pallidum"," Pale Blue-Eyed-Grass"
"Sium","suave","Sium suave"," Hemlock Water-Parsnip"
"Solanum","carolinense","Solanum carolinense"," Carolina Horse-Nettle"
"Solanum","carolinense","Solanum carolinense"," var. carolinense"
"Solanum","dulcamara","Solanum dulcamara"," Climbing Nightshade"
"Solanum","dulcamara","Solanum dulcamara"," var. dulcamara"
"Solanum","heterodoxum","Solanum heterodoxum"," Melon-Leaf Nightshade"
"Solanum","heterodoxum","Solanum heterodoxum"," var. novomexicanum"
"Solanum","interius","Solanum interius"," Plains Black Nightshade"
"Solanum","physalifolium","Solanum physalifolium"," Ground-Cherry Nightshade"
"Solanum","physalifolium","Solanum physalifolium"," var. nitidibaccatum"
"Solanum","rostratum","Solanum rostratum"," Horned Nightshade"
"Solanum","triflorum","Solanum triflorum"," Cut-Leaf Nightshade"
"Solidago","altissima","Solidago altissima"," Tall Goldenrod"
"Solidago","altissima","Solidago altissima"," ssp. gilvocanescens"
"Solidago","gigantea","Solidago gigantea"," Late Goldenrod"
"Solidago","lepida","Solidago lepida"," Western Canada Goldenrod"
"Solidago","lepida","Solidago lepida"," var. salebrosa"
"Solidago","missouriensis","Solidago missouriensis"," Missouri Goldenrod"
"Solidago","mollis","Solidago mollis"," Velvet Goldenrod"
"Solidago","nana","Solidago nana"," Baby Goldenrod"
"Solidago","nemoralis","Solidago nemoralis"," Gray Goldenrod"
"Solidago","nemoralis","Solidago nemoralis"," var. longipetiolata"
"Solidago","rigida","Solidago rigida"," Hard-Leaf Flat-Top-Goldenrod"
"Solidago","rigida","Solidago rigida"," ssp. humilis"
"Solidago","simplex","Solidago simplex"," Mt. Albert Goldenrod"
"Solidago","simplex","Solidago simplex"," ssp. simplex"
"Solidago","simplex","Solidago simplex"," ssp. simplex var. simplex"
"Solidago","velutina","Solidago velutina"," Three-Nerve Goldenrod"
"Solidago","velutina","Solidago velutina"," ssp. velutina"
"Sonchus","arvensis","Sonchus arvensis"," Field Sow-Thistle"
"Sonchus","arvensis","Sonchus arvensis"," ssp. arvensis"
"Sonchus","arvensis","Sonchus arvensis"," ssp. uliginosus"
"Sonchus","asper","Sonchus asper"," Spiny-Leaf Sow-Thistle"
"Sonchus","oleraceus","Sonchus oleraceus"," Common Sow-Thistle"
"Sophora","nuttalliana","Sophora nuttalliana"," Silky Necklacepod"
"Sorbus","aucuparia","Sorbus aucuparia"," European Mountain-Ash"
"Sorbus","scopulina","Sorbus scopulina"," Cascade Mountain-Ash"
"Sorghastrum","nutans","Sorghastrum nutans"," Yellow Indian Grass"
"Sorghum","bicolor","Sorghum bicolor"," Broom-Corn"
"Sorghum","bicolor","Sorghum bicolor"," ssp. bicolor"
"Sorghum","halepense","Sorghum halepense"," Johnson Grass"
"Sparganium","angustifolium","Sparganium angustifolium"," Narrow-Leaf Burr-Reed"
"Sparganium","emersum","Sparganium emersum"," European Burr-Reed"
"Sparganium","eurycarpum","Sparganium eurycarpum"," Broad-Fruit Burr-Reed"
"Sparganium","eurycarpum","Sparganium eurycarpum"," var. eurycarpum"
"Spartina","gracilis","Spartina gracilis"," Alkali Cord Grass"
"Spartina","pectinata","Spartina pectinata"," Freshwater Cord Grass"
"Spergularia","marina","Spergularia marina"," Saltmarsh Sandspurry"
"Spergularia","media","Spergularia media"," Satin-Flower"
"Sphaeralcea","coccinea","Sphaeralcea coccinea"," Cowboy's Delights"
"Sphaerophysa","salsula","Sphaerophysa salsula"," Red Bladder-Vetch"
"Sphenopholis","intermedia","Sphenopholis intermedia"," Slender Wedgescale"
"Sphenopholis","obtusata","Sphenopholis obtusata"," Prairie Wedgescale"
"Spiranthes","diluvialis","Spiranthes diluvialis"," Diluvim Ladies'-Tresses"
"Sporobolus","airoides","Sporobolus airoides"," Alkali-Sacaton"
"Sporobolus","compositus","Sporobolus compositus"," Head-Like Dropseed"
"Sporobolus","compositus","Sporobolus compositus"," var. compositus"
"Sporobolus","cryptandrus","Sporobolus cryptandrus"," Sand Dropseed"
"Sporobolus","neglectus","Sporobolus neglectus"," Small Dropseed"
"Sporobolus","texanus","Sporobolus texanus"," Texas Dropseed"
"Stachys","pilosa","Stachys pilosa"," Hairy Hedge-Nettle"
"Stachys","pilosa","Stachys pilosa"," var. pilosa"
"Stanleya","pinnata","Stanleya pinnata"," Golden Prince's-Plume"
"Stanleya","pinnata","Stanleya pinnata"," var. pinnata"
"Stellaria","graminea","Stellaria graminea"," Grass-Leaf Starwort"
"Stellaria","longifolia","Stellaria longifolia"," Long-Leaf Starwort"
"Stellaria","media","Stellaria media"," Common Chickweed"
"Stenotus","acaulis","Stenotus acaulis"," Stemless Mock Goldenweed"
"Stenotus","armerioides","Stenotus armerioides"," Thrift Mock Goldenweed"
"Stenotus","armerioides","Stenotus armerioides"," var. armerioides"
"Stephanomeria","pauciflora","Stephanomeria pauciflora"," Brown-Plume Wire-Lettuce"
"Stephanomeria","runcinata","Stephanomeria runcinata"," Flowering-Straw"
"Stephanomeria","tenuifolia","Stephanomeria tenuifolia"," Lesser Wire-Lettuce"
"Strigosella","africana","Strigosella africana"," African Adder's-Mouth"
"Strophostyles","leiosperma","Strophostyles leiosperma"," Slick-Seed Fuzzy-Bean"
"Stuckenia","filiformis","Stuckenia filiformis"," Slender-Leaf False Pondweed"
"Stuckenia","filiformis","Stuckenia filiformis"," ssp. alpina"
"Stuckenia","pectinata","Stuckenia pectinata"," Sago False Pondweed"
"Suaeda","calceoliformis","Suaeda calceoliformis"," Paiuteweed"
"Suaeda","occidentalis","Suaeda occidentalis"," Western Seepweed"
"Suckleya","suckleyana","Suckleya suckleyana"," Poison Suckleya"
"Symphoricarpos","albus","Symphoricarpos albus"," Common Snowberry"
"Symphoricarpos","albus","Symphoricarpos albus"," var. albus"
"Symphoricarpos","occidentalis","Symphoricarpos occidentalis"," Western Snowberry"
"Symphoricarpos","orbiculatus","Symphoricarpos orbiculatus"," Coral-Berry"
"Symphyotrichum","ascendens","Symphyotrichum ascendens"," Western American-Aster"
"Symphyotrichum","ciliatum","Symphyotrichum ciliatum"," Alkali American-Aster"
"Symphyotrichum","ericoides","Symphyotrichum ericoides"," White Heath American-Aster"
"Symphyotrichum","ericoides","Symphyotrichum ericoides"," var. ericoides"
"Symphyotrichum","ericoides","Symphyotrichum ericoides"," var. pansum"
"Symphyotrichum","falcatum","Symphyotrichum falcatum"," Rough White Prairie American-Aster"
"Symphyotrichum","falcatum","Symphyotrichum falcatum"," var. commutatum"
"Symphyotrichum","falcatum","Symphyotrichum falcatum"," var. falcatum"
"Symphyotrichum","frondosum","Symphyotrichum frondosum"," Leafy American-Aster"
"Symphyotrichum","laeve","Symphyotrichum laeve"," Smooth Blue American-Aster"
"Symphyotrichum","laeve","Symphyotrichum laeve"," var. geyeri"
"Symphyotrichum","lanceolatum","Symphyotrichum lanceolatum"," White Panicled American-Aster"
"Symphyotrichum","lanceolatum","Symphyotrichum lanceolatum"," ssp. hesperium"
"Symphyotrichum","novae-angliae","Symphyotrichum novae-angliae"," New England American-Aster"
"Symphyotrichum","porteri","Symphyotrichum porteri"," Smooth White American-Aster"
"Symphyotrichum","praealtum","Symphyotrichum praealtum"," Willow-Leaf American-Aster"
"Symphyotrichum","praealtum","Symphyotrichum praealtum"," var. praealtum"
"Tagetes","patula","Tagetes patula"," French Marigold"
"Tamarix","chinensis","Tamarix chinensis"," Five-Stamen Tamarisk"
"Tanacetum","balsamita","Tanacetum balsamita"," Costmary"
"Tanacetum","vulgare","Tanacetum vulgare"," Common Tansy"
"Taraxacum","eriophorum","Taraxacum eriophorum"," Wool-Bearing Dandelion"
"Taraxacum","erythrospermum","Taraxacum erythrospermum"," Red-Seed Dandelion"
"Taraxacum","officinale","Taraxacum officinale"," Common Dandelion"
"Tetradymia","canescens","Tetradymia canescens"," Spineless Horsebrush"
"Tetradymia","canescens","Tetradymia canescens"," var. canescens"
"Tetraneuris","acaulis","Tetraneuris acaulis"," Stemless Four-Nerve Daisy"
"Tetraneuris","acaulis","Tetraneuris acaulis"," var. acaulis"
"Tetraneuris","acaulis","Tetraneuris acaulis"," var. caespitosa"
"Teucrium","canadense","Teucrium canadense"," American Germander"
"Teucrium","canadense","Teucrium canadense"," var. occidentale"
"Thalictrum","dasycarpum","Thalictrum dasycarpum"," Purple Meadow-Rue"
"Thalictrum","fendleri","Thalictrum fendleri"," Fendler's Meadow-Rue"
"Thalictrum","fendleri","Thalictrum fendleri"," var. fendleri"
"Thalictrum","revolutum","Thalictrum revolutum"," Waxy-Leaf Meadow-Rue"
"Thalictrum","sparsiflorum","Thalictrum sparsiflorum"," Few-Flower Meadow-Rue"
"Thalictrum","sparsiflorum","Thalictrum sparsiflorum"," var. saximontanum"
"Thalictrum","venulosum","Thalictrum venulosum"," Veiny-Leaf Meadow-Rue"
"Thelesperma","filifolium","Thelesperma filifolium"," Stiff Greenthread"
"Thelesperma","filifolium","Thelesperma filifolium"," var. intermedium"
"Thelesperma","megapotamicum","Thelesperma megapotamicum"," Hopi-Tea"
"Thelypodium","integrifolium","Thelypodium integrifolium"," Entire-Leaf Thelypody"
"Thelypodium","integrifolium","Thelypodium integrifolium"," ssp. integrifolium"
"Thermopsis","divaricarpa","Thermopsis divaricarpa"," Spread-Fruit Golden-Banner"
"Thermopsis","rhombifolia","Thermopsis rhombifolia"," Prairie Golden-Banner"
"Thinopyrum","intermedium","Thinopyrum intermedium"," Intermediate Quack Grass"
"Thinopyrum","ponticum","Thinopyrum ponticum"," Eurasian Quack Grass"
"Thlaspi","arvense","Thlaspi arvense"," Field Pennycress"
"Tilia","americana","Tilia americana"," American Basswood"
"Townsendia","exscapa","Townsendia exscapa"," Stemless Townsend Daisy"
"Townsendia","grandiflora","Townsendia grandiflora"," Large-Flower Townsend Daisy"
"Townsendia","hookeri","Townsendia hookeri"," Hooker's Townsend Daisy"
"Toxicodendron","rydbergii","Toxicodendron rydbergii"," Western Poison Ivy"
"Toxicoscordion","venenosum","Toxicoscordion venenosum"," Meadow Poison Camas"
"Toxicoscordion","venenosum","Toxicoscordion venenosum"," var. gramineum"
"Tradescantia","occidentalis","Tradescantia occidentalis"," Prairie Spiderwort"
"Tragopogon","dubius","Tragopogon dubius"," Meadow Goat's-Beard"
"Tragopogon","porrifolius","Tragopogon porrifolius"," Salsify"
"Tragopogon","pratensis","Tragopogon pratensis"," Jack-Go-To-Bed-At-Noon"
"Tribulus","terrestris","Tribulus terrestris"," Puncturevine"
"Trifolium","dasyphyllum","Trifolium dasyphyllum"," Uinta Clover"
"Trifolium","dasyphyllum","Trifolium dasyphyllum"," ssp. anemophilum"
"Trifolium","fragiferum","Trifolium fragiferum"," Strawberry-Head Clover"
"Trifolium","hybridum","Trifolium hybridum"," Alsike Clover"
"Trifolium","pratense","Trifolium pratense"," Red Clover"
"Trifolium","repens","Trifolium repens"," White Clover"
"Triglochin","maritima","Triglochin maritima"," Seaside Arrow-Grass"
"Triglochin","palustris","Triglochin palustris"," Marsh Arrow-Grass"
"Triodanis","perfoliata","Triodanis perfoliata"," Clasping-Leaf Venus'-Looking-Glass"
"Triodanis","perfoliata","Triodanis perfoliata"," ssp. perfoliata"
"Triplasis","purpurea","Triplasis purpurea"," Purple Sand Grass"
"Tripterocalyx","micranthus","Tripterocalyx micranthus"," Small-Flower Sandpuffs"
"Trisetum","spicatum","Trisetum spicatum"," Narrow False Oat"
"Triticum","aestivum","Triticum aestivum"," Bread Wheat"
"Triticum","durum","Triticum durum"," Durum Wheat"
"Turritis","glabra","Turritis glabra"," Tower-Mustard"
"Typha","angustifolia","Typha angustifolia"," Narrow-Leaf Cat-Tail"
"Typha","latifolia","Typha latifolia"," Broad-Leaf Cat-Tail"
"Ulmus","americana","Ulmus americana"," American Elm"
"Ulmus","pumila","Ulmus pumila"," Siberian Elm"
"Urtica","dioica","Urtica dioica"," Stinging Nettle"
"Urtica","dioica","Urtica dioica"," ssp. gracilis"
"Vaccaria","hispanica","Vaccaria hispanica"," Cowcockle"
"Valeriana","edulis","Valeriana edulis"," Tobacco-Root"
"Valeriana","edulis","Valeriana edulis"," var. edulis"
"Verbascum","blattaria","Verbascum blattaria"," White Moth Mullein"
"Verbascum","phlomoides","Verbascum phlomoides"," Orange Mullein"
"Verbascum","thapsus","Verbascum thapsus"," Great Mullein"
"Verbena","bracteata","Verbena bracteata"," Carpet Vervain"
"Verbena","hastata","Verbena hastata"," Simpler's-Joy"
"Verbena","macdougalii","Verbena macdougalii"," New Mexico Vervain"
"Verbena","stricta","Verbena stricta"," Hoary Vervain"
"Verbesina","encelioides","Verbesina encelioides"," Golden Crownbeard"
"Vernonia","baldwinii","Vernonia baldwinii"," Western Ironweed"
"Vernonia","fasciculata","Vernonia fasciculata"," Prairie Ironweed"
"Veronica","americana","Veronica americana"," American-Brooklime"
"Veronica","anagallis-aquatica","Veronica anagallis-aquatica"," Blue Water Speedwell"
