label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Lactuca serriola,Lactuca serriola,Lactuca serriola,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Lactuca serriola,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lactuca tatarica,Lactuca tatarica,Lactuca tatarica,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Lactuca tatarica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Ladeania lanceolata,Ladeania lanceolata,Ladeania lanceolata,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Ladeania lanceolata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lamium amplexicaule,Lamium amplexicaule,Lamium amplexicaule,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Lamium amplexicaule,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lappula cenchrusoides,Lappula cenchroides,Lappula cenchrusoides,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lappula cenchroides,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Lappula redowskii,Lappula redowskii,Lappula redowskii,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lappula redowskii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lappula squarrosa,Lappula squarrosa,Lappula squarrosa,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lappula squarrosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lapsana communis,Lapsana communis,Lapsana communis,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Lapsana communis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lathyrus decaphyllus,Lathyrus decaphyllus,Lathyrus decaphyllus,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lathyrus decaphyllus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lathyrus latifolius,Lathyrus latifolius,Lathyrus latifolius,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lathyrus latifolius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Leersia oryzoides,Leersia oryzoides,Leersia oryzoides,Plantae Tracheophyta Liliopsida Poales Poaceae Leersia oryzoides,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lemna minor,Lemna minor,Lemna minor,Plantae Tracheophyta Liliopsida Alismatales Araceae Lemna minor,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lemna trisulca,Lemna trisulca,Lemna trisulca,Plantae Tracheophyta Liliopsida Alismatales Araceae Lemna trisulca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lemna turionifera,Lemna turionifera,Lemna turionifera,Plantae Tracheophyta Liliopsida Alismatales Araceae Lemna turionifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lemna valdiviana,Lemna valdiviana,Lemna valdiviana,Plantae Tracheophyta Liliopsida Alismatales Araceae Lemna valdiviana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Leonurus cardiaca,Leonurus cardiaca,Leonurus cardiaca,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Leonurus cardiaca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lepidium campestre,Lepidium campestre,Lepidium campestre,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium campestre,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lepidium chalepense,Lepidium chalepense,Lepidium chalepense,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium chalepense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lepidium densiflorum,Lepidium densiflorum,Lepidium densiflorum,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium densiflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lepidium draba,Lepidium draba,Lepidium draba,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium draba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lepidium latifolium,Lepidium latifolium,Lepidium latifolium,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium latifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lepidium montanum,Lepidium montanum,Lepidium montanum,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium montanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lepidium perfoliatum,Lepidium perfoliatum,Lepidium perfoliatum,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium perfoliatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lepidium ramosissimum,Lepidium ramosissimum,Lepidium ramosissimum,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium ramosissimum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lepidium sativum,Lepidium sativum,Lepidium sativum,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium sativum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lepidium virginicum,Lepidium virginicum,Lepidium virginicum,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium virginicum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Leucanthemum vulgare,Leucanthemum vulgare,Leucanthemum vulgare,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Leucanthemum vulgare,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Leucocrinum montanum,Leucocrinum montanum,Leucocrinum montanum,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Leucocrinum montanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Leucopoa kingii,Festuca kingii,Leucopoa kingii,Plantae Tracheophyta Liliopsida Poales Poaceae Festuca kingii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Lewisia pygmaea,Lewisia pygmaea,Lewisia pygmaea,Plantae Tracheophyta Magnoliopsida Caryophyllales Montiaceae Lewisia pygmaea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Leymus cinereus,Leymus cinereus,Leymus cinereus,Plantae Tracheophyta Liliopsida Poales Poaceae Leymus cinereus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Leymus simplex,Leymus triticoides,Leymus simplex,Plantae Tracheophyta Liliopsida Poales Poaceae Leymus triticoides,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Liatris lancifolia,Liatris lancifolia,Liatris lancifolia,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Liatris lancifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Liatris ligulistylis,Liatris ligulistylis,Liatris ligulistylis,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Liatris ligulistylis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Liatris punctata,Liatris punctata,Liatris punctata,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Liatris punctata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lilium philadelphicum,Lilium philadelphicum,Lilium philadelphicum,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium philadelphicum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Limosella aquatica,Limosella aquatica,Limosella aquatica,Plantae Tracheophyta Magnoliopsida Lamiales Scrophulariaceae Limosella aquatica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Linanthus caespitosus,Linanthus caespitosus,Linanthus caespitosus,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Linanthus caespitosus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Linanthus pungens,Linanthus pungens,Linanthus pungens,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Linanthus pungens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Linaria dalmatica,Linaria dalmatica,Linaria dalmatica,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Linaria dalmatica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Linaria vulgaris,Linaria vulgaris,Linaria vulgaris,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Linaria vulgaris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lindernia dubia,Lindernia dubia,Lindernia dubia,Plantae Tracheophyta Magnoliopsida Lamiales Linderniaceae Lindernia dubia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Linum australe,Linum australe,Linum australe,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum australe,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Linum compactum,Linum compactum,Linum compactum,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum compactum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Linum lewisii,Linum lewisii,Linum lewisii,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum lewisii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Linum puberulum,Linum puberulum,Linum puberulum,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum puberulum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Linum rigidum,Linum rigidum,Linum rigidum,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum rigidum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Linum usitatissimum,Linum usitatissimum,Linum usitatissimum,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum usitatissimum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lithophragma glabrum,Lithophragma glabrum,Lithophragma glabrum,Plantae Tracheophyta Magnoliopsida Saxifragales Saxifragaceae Lithophragma glabrum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lithospermum incisum,Lithospermum incisum,Lithospermum incisum,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lithospermum incisum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lithospermum multiflorum,Lithospermum multiflorum,Lithospermum multiflorum,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lithospermum multiflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lobelia siphilitica,Lobelia siphilitica,Lobelia siphilitica,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia siphilitica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lobularia maritima,Lobularia maritima,Lobularia maritima,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lobularia maritima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lolium perenne,Lolium perenne,Lolium perenne,Plantae Tracheophyta Liliopsida Poales Poaceae Lolium perenne,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lomatium nuttallii,Lomatium nuttallii,Lomatium nuttallii,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Lomatium nuttallii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lomatium orientale,Lomatium orientale,Lomatium orientale,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Lomatium orientale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lomatogonium rotatum,Lomatogonium rotatum,Lomatogonium rotatum,Plantae Tracheophyta Magnoliopsida Gentianales Gentianaceae Lomatogonium rotatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lonicera dioica,Lonicera dioica,Lonicera dioica,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera dioica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lonicera involucrata,Lonicera involucrata,Lonicera involucrata,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera involucrata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lonicera morrowii,Lonicera morrowii,Lonicera morrowii,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera morrowii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lonicera tatarica,Lonicera tatarica,Lonicera tatarica,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera tatarica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lonicera ×bella,Lonicera bella,Lonicera ×bella,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera bella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lorandersonia linifolia,Lorandersonia linifolia,Lorandersonia linifolia,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Lorandersonia linifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lotus corniculatus,Lotus corniculatus,Lotus corniculatus,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lotus corniculatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lupinus argenteus,Lupinus argenteus,Lupinus argenteus,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lupinus argenteus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lupinus caudatus,Lupinus caudatus,Lupinus caudatus,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lupinus caudatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lupinus plattensis,Lupinus plattensis,Lupinus plattensis,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lupinus plattensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lupinus pusillus,Lupinus pusillus,Lupinus pusillus,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lupinus pusillus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lupinus wyethii,Lupinus wyethii,Lupinus wyethii,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lupinus wyethii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lycium barbarum,Lycium barbarum,Lycium barbarum,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Lycium barbarum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lycopus americanus,Lycopus americanus,Lycopus americanus,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Lycopus americanus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Lycopus asper,Lycopus asper,Lycopus asper,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Lycopus asper,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lycopus uniflorus,Lycopus uniflorus,Lycopus uniflorus,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Lycopus uniflorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lygodesmia juncea,Lygodesmia juncea,Lygodesmia juncea,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Lygodesmia juncea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lysimachia arvensis,Lysimachia arvensis,Lysimachia arvensis,Plantae Tracheophyta Magnoliopsida Ericales Primulaceae Lysimachia arvensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lysimachia ciliata,Lysimachia ciliata,Lysimachia ciliata,Plantae Tracheophyta Magnoliopsida Ericales Primulaceae Lysimachia ciliata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lysimachia maritima,Lysimachia maritima,Lysimachia maritima,Plantae Tracheophyta Magnoliopsida Ericales Primulaceae Lysimachia maritima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lysimachia nummularia,Lysimachia nummularia,Lysimachia nummularia,Plantae Tracheophyta Magnoliopsida Ericales Primulaceae Lysimachia nummularia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Lythrum alatum,Lythrum alatum,Lythrum alatum,Plantae Tracheophyta Magnoliopsida Myrtales Lythraceae Lythrum alatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lythrum salicaria,Lythrum salicaria,Lythrum salicaria,Plantae Tracheophyta Magnoliopsida Myrtales Lythraceae Lythrum salicaria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Machaeranthera tanacetifolia,Machaeranthera tanacetifolia,Machaeranthera tanacetifolia,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Machaeranthera tanacetifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Madia glomerata,Madia glomerata,Madia glomerata,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Madia glomerata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mahonia repens,Mahonia repens,Mahonia repens,Plantae Tracheophyta Magnoliopsida Ranunculales Berberidaceae Mahonia repens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Maianthemum racemosum,Maianthemum racemosum,Maianthemum racemosum,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Maianthemum racemosum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Maianthemum stellatum,Maianthemum stellatum,Maianthemum stellatum,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Maianthemum stellatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Malus pumila,Malus pumila,Malus pumila,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Malus pumila,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Malva neglecta,Malva neglecta,Malva neglecta,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Malva neglecta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Malva parviflora,Malva parviflora,Malva parviflora,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Malva parviflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Malva pusilla,Malva pusilla,Malva pusilla,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Malva pusilla,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Malva sylvestris,Malva sylvestris,Malva sylvestris,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Malva sylvestris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Malva verticillata,Malva verticillata,Malva verticillata,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Malva verticillata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Marrubium vulgare,Marrubium vulgare,Marrubium vulgare,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Marrubium vulgare,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Marsilea vestita,Marsilea vestita,Marsilea vestita,Plantae Tracheophyta Polypodiopsida Salviniales Marsileaceae Marsilea vestita,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Matricaria discoidea,Matricaria discoidea,Matricaria discoidea,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Matricaria discoidea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Medicago lupulina,Medicago lupulina,Medicago lupulina,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Medicago lupulina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Medicago sativa,Medicago sativa,Medicago sativa,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Medicago sativa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Melilotus officinalis,Melilotus officinalis,Melilotus officinalis,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Melilotus officinalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Mentha arvensis,Mentha arvensis,Mentha arvensis,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Mentha arvensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mentha spicata,Mentha spicata,Mentha spicata,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Mentha spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Mentha ×piperita,Mentha piperita,Mentha ×piperita,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Mentha piperita,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Mentzelia albicaulis,Mentzelia albicaulis,Mentzelia albicaulis,Plantae Tracheophyta Magnoliopsida Cornales Loasaceae Mentzelia albicaulis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Mentzelia decapetala,Mentzelia decapetala,Mentzelia decapetala,Plantae Tracheophyta Magnoliopsida Cornales Loasaceae Mentzelia decapetala,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Mentzelia dispersa,Mentzelia dispersa,Mentzelia dispersa,Plantae Tracheophyta Magnoliopsida Cornales Loasaceae Mentzelia dispersa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mentzelia montana,Mentzelia montana,Mentzelia montana,Plantae Tracheophyta Magnoliopsida Cornales Loasaceae Mentzelia montana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mentzelia multiflora,Mentzelia multiflora,Mentzelia multiflora,Plantae Tracheophyta Magnoliopsida Cornales Loasaceae Mentzelia multiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mentzelia nuda,Mentzelia nuda,Mentzelia nuda,Plantae Tracheophyta Magnoliopsida Cornales Loasaceae Mentzelia nuda,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mentzelia oligosperma,Mentzelia oligosperma,Mentzelia oligosperma,Plantae Tracheophyta Magnoliopsida Cornales Loasaceae Mentzelia oligosperma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Mentzelia speciosa,Mentzelia speciosa,Mentzelia speciosa,Plantae Tracheophyta Magnoliopsida Cornales Loasaceae Mentzelia speciosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mertensia ciliata,Mertensia ciliata,Mertensia ciliata,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Mertensia ciliata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mertensia lanceolata,Mertensia lanceolata,Mertensia lanceolata,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Mertensia lanceolata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Micranthes rhomboidea,Micranthes rhomboidea,Micranthes rhomboidea,Plantae Tracheophyta Magnoliopsida Saxifragales Saxifragaceae Micranthes rhomboidea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Microseris nutans,Microseris nutans,Microseris nutans,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Microseris nutans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Microsteris gracilis,Phlox gracilis,Microsteris gracilis,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Phlox gracilis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Mimulus floribundus,Erythranthe floribunda,Mimulus floribundus,Plantae Tracheophyta Magnoliopsida Lamiales Phrymaceae Erythranthe floribunda,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Mimulus suksdorfii,Erythranthe suksdorfii,Mimulus suksdorfii,Plantae Tracheophyta Magnoliopsida Lamiales Phrymaceae Erythranthe suksdorfii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Mirabilis albida,Mirabilis albida,Mirabilis albida,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Mirabilis albida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mirabilis linearis,Mirabilis linearis,Mirabilis linearis,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Mirabilis linearis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Mirabilis nyctaginea,Mirabilis nyctaginea,Mirabilis nyctaginea,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Mirabilis nyctaginea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Miscanthus sinensis,Miscanthus sinensis,Miscanthus sinensis,Plantae Tracheophyta Liliopsida Poales Poaceae Miscanthus sinensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Mollugo verticillata,Mollugo verticillata,Mollugo verticillata,Plantae Tracheophyta Magnoliopsida Caryophyllales Molluginaceae Mollugo verticillata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Monarda fistulosa,Monarda fistulosa,Monarda fistulosa,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Monarda fistulosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Monarda pectinata,Monarda pectinata,Monarda pectinata,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Monarda pectinata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Monolepis nuttalliana,Blitum nuttallianum,Monolepis nuttalliana,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Blitum nuttallianum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Montia chamissoi,Montia chamissoi,Montia chamissoi,Plantae Tracheophyta Magnoliopsida Caryophyllales Montiaceae Montia chamissoi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Morus alba,Morus alba,Morus alba,Plantae Tracheophyta Magnoliopsida Rosales Moraceae Morus alba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Muhlenbergia asperifolia,Muhlenbergia asperifolia,Muhlenbergia asperifolia,Plantae Tracheophyta Liliopsida Poales Poaceae Muhlenbergia asperifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Muhlenbergia curtifolia,Muhlenbergia curtifolia,Muhlenbergia curtifolia,Plantae Tracheophyta Liliopsida Poales Poaceae Muhlenbergia curtifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Muhlenbergia cuspidata,Muhlenbergia cuspidata,Muhlenbergia cuspidata,Plantae Tracheophyta Liliopsida Poales Poaceae Muhlenbergia cuspidata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
