label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Evolvulus nuttallianus Schult.,Evolvulus nuttallianus,Evolvulus nuttallianus Schult.,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Evolvulus Evolvulus nuttallianus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Grindelia squarrosa (Pursh) Dunal,Grindelia squarrosa,Grindelia squarrosa (Pursh) Dunal,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Grindelia Grindelia squarrosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Gutierrezia sarothrae (Pursh) Britton & Rusby,Gutierrezia sarothrae,Gutierrezia sarothrae (Pursh) Britton & Rusby,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Gutierrezia Gutierrezia sarothrae,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Helianthus annuus L.,Helianthus annuus,Helianthus annuus L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Helianthus Helianthus annuus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Hesperostipa comata (Trin. & Rupr.) Barkworth,Hesperostipa comata,Hesperostipa comata (Trin. & Rupr.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Hesperostipa Hesperostipa comata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Heterotheca villosa (Pursh) Shinners,Heterotheca villosa,Heterotheca villosa (Pursh) Shinners,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Heterotheca Heterotheca villosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lepidium densiflorum Schrad.,Lepidium densiflorum,Lepidium densiflorum Schrad.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium Lepidium densiflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lepidium montanum Nutt.,Lepidium montanum,Lepidium montanum Nutt.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lepidium Lepidium montanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Liatris punctata Hook.,Liatris punctata,Liatris punctata Hook.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Liatris Liatris punctata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lobularia maritima (L.) Desv.,Lobularia maritima,Lobularia maritima (L.) Desv.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lobularia Lobularia maritima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lygodesmia juncea (Pursh) D. Don ex Hook.,Lygodesmia juncea,Lygodesmia juncea (Pursh) D. Don ex Hook.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Lygodesmia Lygodesmia juncea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Machaeranthera pinnatifida (Hook.) Shinners,Xanthisma spinulosum,Machaeranthera pinnatifida (Hook.) Shinners,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Xanthisma Xanthisma spinulosum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Machaeranthera tanacetifolia (Kunth) Nees,Machaeranthera tanacetifolia,Machaeranthera tanacetifolia (Kunth) Nees,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Machaeranthera Machaeranthera tanacetifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Mirabilis linearis (Pursh) Heimerl,Mirabilis linearis,Mirabilis linearis (Pursh) Heimerl,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Mirabilis Mirabilis linearis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Muhlenbergia torreyi (Kunth) Hitchc. ex Bush,Muhlenbergia torreyi,Muhlenbergia torreyi (Kunth) Hitchc. ex Bush,Plantae Tracheophyta Liliopsida Poales Poaceae Muhlenbergia Muhlenbergia torreyi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Munroa squarrosa (Nutt.) Torr.,Munroa squarrosa,Munroa squarrosa (Nutt.) Torr.,Plantae Tracheophyta Liliopsida Poales Poaceae Munroa Munroa squarrosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Oenothera albicaulis Pursh,Oenothera albicaulis,Oenothera albicaulis Pursh,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Oenothera Oenothera albicaulis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Oenothera suffrutescens (Ser.) W.L. Wagner & Hoch,Oenothera suffrutescens,Oenothera suffrutescens (Ser.) W.L. Wagner & Hoch,Plantae Tracheophyta Magnoliopsida Myrtales Onagraceae Oenothera Oenothera suffrutescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Pascopyrum smithii (Rydb.) Á. Löve,Elymus smithii,Pascopyrum smithii (Rydb.) Á. Löve,Plantae Tracheophyta Liliopsida Poales Poaceae Elymus Elymus smithii,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton,Picradeniopsis oppositifolia,Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Picradeniopsis Picradeniopsis oppositifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Plantago patagonica Jacq.,Plantago patagonica,Plantago patagonica Jacq.,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Plantago Plantago patagonica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Portulaca oleracea L.,Portulaca oleracea,Portulaca oleracea L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Portulacaceae Portulaca Portulaca oleracea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Psoralidium lanceolatum (Pursh) Rydb.,Ladeania lanceolata,Psoralidium lanceolatum (Pursh) Rydb.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Ladeania Ladeania lanceolata,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Psoralidium tenuiflorum (Pursh) Rydb.,Pediomelum tenuiflorum,Psoralidium tenuiflorum (Pursh) Rydb.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Pediomelum Pediomelum tenuiflorum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Ratibida columnifera (Nutt.) Woot. & Standl.,Ratibida columnifera,Ratibida columnifera (Nutt.) Wooton & Standl.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ratibida Ratibida columnifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Salsola collina Pall.,Salsola collina,Salsola collina Pall.,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Salsola Salsola collina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Sisymbrium altissimum L.,Sisymbrium altissimum,Sisymbrium altissimum L.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Sisymbrium Sisymbrium altissimum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Solanum triflorum Nutt.,Solanum triflorum,Solanum triflorum Nutt.,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Solanum Solanum triflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Sphaeralcea coccinea (Nutt.) Rydb.,Sphaeralcea coccinea,Sphaeralcea coccinea (Nutt.) Rydb.,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Sphaeralcea Sphaeralcea coccinea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Sporobolus cryptandrus (Torr.) A. Gray,Sporobolus cryptandrus,Sporobolus cryptandrus (Torr.) A. Gray,Plantae Tracheophyta Liliopsida Poales Poaceae Sporobolus Sporobolus cryptandrus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Tradescantia occidentalis (Britton) Smyth,Tradescantia occidentalis,Tradescantia occidentalis (Britton) Smyth,Plantae Tracheophyta Liliopsida Commelinales Commelinaceae Tradescantia Tradescantia occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Tragopogon dubius Scop.,Tragopogon dubius,Tragopogon dubius Scop.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Tragopogon Tragopogon dubius,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Verbena bracteata Cav. ex Lag. & Rodr.,Verbena bracteata,Verbena bracteata Cav. ex Lag. & Rodr.,Plantae Tracheophyta Magnoliopsida Lamiales Verbenaceae Verbena Verbena bracteata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Vulpia octoflora (Walter) Rydb.,Festuca octoflora,Vulpia octoflora (Walter) Rydb.,Plantae Tracheophyta Liliopsida Poales Poaceae Festuca Festuca octoflora,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
